Nombre de la Unidad Económica,Razón social,Descripcion estrato personal ocupado,Tipo de vialidad,Nombre de la vialidad,Número exterior o kilómetro,Tipo de asentamiento humano,Nombre de asentamiento humano,Código Postal,Clave entidad,Entidad federativa,Clave municipio,Municipio,Clave localidad,Localidad,Área geoestadística básica ,Latitud,Longitud,Fecha de incorporación al DENUE
C. SAN LUIS RÍO COLORADO,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,COLIMA,2508,COLONIA,CAMPESTRE,83499,26,SONORA,55,San Luis Río Colorado,1,San Luis Río Colorado,751,32.44782129,-114.7618468,2010-07
C. SENDERO HERMOSILLO,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,BOULEVARD,AV. PERIFERICO ORIENTE,1274,COLONIA,PERISUR,83290,26,SONORA,30,Hermosillo,1,Hermosillo,2744,29.03401911,-110.9408902,2010-07
C. VIP GALERIAS MALL SONORA,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,CALLE,Cultura,55,COLONIA,PROYECTO RIO SONORA,83270,26,SONORA,30,Hermosillo,1,Hermosillo,3371,29.06718295,-110.9539953,2020-04
CINEMA MEXICO DIGITAL,MSC040101A23 ,0 a 5 personas,AVENIDA,ADOLFO LOPEZ MATEOS,,LOCALIDAD,SANTA CRUZ,84140,26,SONORA,59,Santa Cruz,1,Santa Cruz,144,31.23163858,-110.5962476,2020-11
CINEMEX,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,BOULEVARD,LUIS DONALDO COLOSIO MURRIETA,0,COLONIA,VILLA SATELITE,83200,26,SONORA,30,Hermosillo,1,Hermosillo,2941,29.08631046,-110.9868295,2010-07
CINEMEX,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALLE,NINGUNO,,COLONIA,LAS QUINTAS,85448,26,SONORA,29,Guaymas,1,Heroica Guaymas,2796,27.92963796,-110.9250925,2014-12
CINEMEX CANANEA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AUTOPISTA,BARDA,2,OTRO (ESPECIFIQUE),NINGUNO,84620,26,SONORA,19,Cananea,1,Heroica Ciudad de Cananea,755,30.99729801,-110.2541878,2019-11
CINEMEX ENCINAS,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,BOULEVARD,SOLIDARIDAD,2,COLONIA,EL LLANO,83210,26,SONORA,30,Hermosillo,1,Hermosillo,2655,29.09253482,-110.9925046,2014-12
CINEMEX GUAYMAS,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,BOULEVARD,LUIS ENCINAS JHONSON,2,COLONIA,SAN BENITO,83200,26,SONORA,30,Hermosillo,1,Hermosillo,5433,29.08836583,-110.9654126,2010-07
CINEMEX MIRADOR HERMOSILLO,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,BOULEVARD,JOSÉ LÓPEZ PORTILLO,549,COLONIA,BACHOCO,83148,26,SONORA,30,Hermosillo,1,Hermosillo,2458,29.12652795,-110.9518852,2010-07
CINEMEX NACOZARI,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALLE,HIMALAYA,0,COLONIA,LOMAS DE NACOZARI,84340,26,SONORA,41,Nacozari de García,1,Nacozari de García,192,30.37723269,-109.6837506,2014-12
CINEMEX PASEO SOLIDARIDAD,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,BOULEVARD,SOLIDARIDAD,650,COLONIA,LIBERTAD,83130,26,SONORA,30,Hermosillo,1,Hermosillo,565A,29.11576271,-110.9926339,2019-11
CINEMEX PASEO SOLIDARIDAD,OPERADORA DE CINEMAS SA DE CV,0 a 5 personas,BOULEVARD,SOLIDARIDAD,408,COLONIA,LIBERTAD,83130,26,SONORA,30,Hermosillo,1,Hermosillo,565A,29.11424556,-110.9926287,2020-11
CINEMEX PLAZA GOYA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,VICENTE GUERRERO,1051,COLONIA,COMURIPA,85120,26,SONORA,18,Cajeme,1,Ciudad Obregón,692,27.49381514,-109.9508835,2016-10
CINEPOLIS DE MEXICO,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,Y,382,COLONIA,INDUSTRIAL,83640,26,SONORA,17,Caborca,1,Heroica Caborca,1320,30.70923034,-112.1727155,2019-11
CINEPOLIS MC CABORCA SONORA,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,CALLE,Y,382,COLONIA,FRANCISCO VILLA,83650,26,SONORA,17,Caborca,1,Heroica Caborca,1320,30.70928972,-112.1727237,2019-11
CINÉPOLIS SENDERO OBREGON,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CALLE,INTERNACIONAL,2101,COLONIA,LAS MISIONES,85099,26,SONORA,18,Cajeme,1,Ciudad Obregón,1099,27.46960267,-109.9127749,2019-04
CITICINEMAS,GRUPO CINEMAS DEL PACIFICO SA DE CV,11 a 30 personas,AVENIDA,LUIS ENCINAS JOHNSON,61,COLONIA,RECINTO PORTUARIO,83550,26,SONORA,48,Puerto Peñasco,1,Puerto Peñasco,1153,31.30488576,-113.5421588,2014-12
ESTACIONAMIENTO,CINELOPIS DEL PAIS SA DE CV,0 a 5 personas,AVENIDA,GASTON MADRID,0,COLONIA,SAN BENITO,83190,26,SONORA,30,Hermosillo,1,Hermosillo,5433,29.08898313,-110.9649436,2010-07
GO CINEMA HUATABAMPO,CORPORATIVO GO CINEMA SA DE CV,11 a 30 personas,CALLE,HERMOSILLO,,FRACCIONAMIENTO,LA CUCHILLA,85970,26,SONORA,33,Huatabampo,1,Huatabampo,028A,26.81920714,-109.631457,2014-12
MMC NAVOJOA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALLE,GENERAL IGNACIO PESQUEIRA (PROLONGACIÓN NORTE),807,COLONIA,REFORMA,85830,26,SONORA,42,Navojoa,1,Navojoa,1041,27.09152107,-109.4462892,2014-12
OPERADORA DE AGUA PRIETA CINEMALL SA DE CV,,31 a 50 personas,CALLE,FEDERAL NUMERO 2,,COLONIA,MANLIO FABIO BELTRONES,84269,26,SONORA,2,Agua Prieta,1,Agua Prieta,1563,31.31433874,-109.5473751,2010-07
C. AMÉRICAS VILLAHERMOSA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,RAMON MENDOZA HERRERA,102,COLONIA,EL RECREO,86020,27,TABASCO,4,Centro,1,Villahermosa,190A,18.01405612,-92.92026517,2010-07
C. MC CHEDRAUI MACUSPANA,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,JUÁREZ,0,COLONIA,CENTRO,86706,27,TABASCO,12,Macuspana,1,Macuspana,513,17.76324858,-92.58872422,2010-07
C. MC PLAZA CRYSTAL PARAÍSO,CINEPOLIS DE MEXICO SA DE CV,11 a 30 personas,AVENIDA,Manuel Antonio Romero Zurita,0,COLONIA,PARAISO CENTRO,86605,27,TABASCO,14,Paraíso,1,Paraíso,170,18.39742457,-93.20789716,2016-01
C. PLAZA CUNDUACÁN,CINEPOLIS DE MEXICO SA DE CV,11 a 30 personas,AVENIDA,PERIFERICO,52,COLONIA,CENTRO,86690,27,TABASCO,6,Cunduacán,1,Cunduacán,179,18.06720342,-93.17697039,2018-03
C. PLAZA DEPORTIVA,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,CONTINUACION,HEROICO COLEGIO MILITAR,0,COLONIA,ATASTA,86100,27,TABASCO,4,Centro,1,Villahermosa,831,17.97763663,-92.94330345,2011-03
C. SAN JOAQUÍN,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,PERIFERICO,CARLOS PELLICER CAMARA,1059,COLONIA,18 DE MARZO,86140,27,TABASCO,4,Centro,1,Villahermosa,899,17.96929699,-92.96903886,2014-12
C. SENDERO VILLAHERMOSA,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,CALLE,CARLOS PELLICER CAMARA,1020,COLONIA,JOSE MARIA PINO SUAREZ,86029,27,TABASCO,4,Centro,1,Villahermosa,190A,18.02085386,-92.91246413,2014-12
C. VILLAHERMOSA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,ADOLFO RUÍZ CORTINES,1840,COLONIA,EL CARRIZAL,86108,27,TABASCO,4,Centro,1,Villahermosa,1562,17.988016,-92.96605841,2010-07
C. VIP VILLAHERMOSA,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,Adolfo Ruíz Cortines,1840,COLONIA,EL CARRIZAL,86108,27,TABASCO,4,Centro,1,Villahermosa,1562,17.98793603,-92.96525539,2020-04
CINEMA GEMELOS,,0 a 5 personas,CALLE,JOSE MARIA MORELOS Y PAVON,113,COLONIA,ATASTA DE SERRA,86100,27,TABASCO,4,Centro,1,Villahermosa,827,17.98193977,-92.94939073,2019-11
CINEMEX,CINEMEX WTC SA DE CV,6 a 10 personas,CALLE,IGNACIO GUTIERREZ,,COLONIA,CENTRO,86400,27,TABASCO,8,Huimanguillo,1,Huimanguillo,652,17.83235713,-93.39635521,2017-11
CINEMEX CARDENAS,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CIRCUITO,PERIFÉRICO,589,COLONIA,SANTA MARIA,86553,27,TABASCO,2,Cárdenas,1,Cárdenas,1337,17.97571377,-93.37645807,2014-12
CINEMEX HUIMANGUILLO,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALLE,IGNACIO GUTIÉRREZ,0,COLONIA,CENTRO,86400,27,TABASCO,8,Huimanguillo,1,Huimanguillo,652,17.83191419,-93.39640593,2019-11
CINEMEX VILLAHERMOSA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,VIADUCTO,CARLOS PELLICER CÁMARA,205,COLONIA,GUAYABAL,86080,27,TABASCO,4,Centro,1,Villahermosa,846,17.97254486,-92.9236748,2014-12
CINEMEX VILLAHERMOSA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,PERIFERICO,CARLOS PELLICER CÁMARA,129,COLONIA,PRIMERO DE MAYO,86190,27,TABASCO,4,Centro,1,Villahermosa,2344,17.96776864,-92.94055901,2013-07
CINEPOLIS CUNDUACAN,CINEPOLIS DE MEXICO ,11 a 30 personas,BOULEVARD,PERIFERICO,,CIUDAD,FRACC LAS FINCAS,86690,27,TABASCO,6,Cunduacán,1,Cunduacán,179,18.06719487,-93.17736458,2019-11
CINESTARS,,11 a 30 personas,AVENIDA,CORONEL GREGORIO MENDEZ MAGAÑA,220,COLONIA,CENTRO,86800,27,TABASCO,16,Teapa,1,Teapa,137,17.55168815,-92.95193417,2014-12
MC. COMALCALCO,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,BOULEVARD,ADOLFO LOPEZ MATEOS,102,COLONIA,SANTO DOMINGO,86340,27,TABASCO,5,Comalcalco,1,Comalcalco,59,18.26723226,-93.22040661,2012-06
TIENDAS CHEDRAUI SA DE CV,TIENDAS CHEDRAUI SA DE CV,101 a 250 personas,BOULEVARD,MANUEL ANTONIO ROMERO ZURITA,,COLONIA,LA CEIBA,86605,27,TABASCO,14,Paraíso,1,Paraíso,170,18.39854127,-93.20734159,2016-01
C. CAMPESTRE,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,BOULEVARD,Tamaulipas,3258,FRACCIONAMIENTO,VILLA JARDÍN,87027,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,469,23.76227718,-99.14007135,2010-07
C. LAS ADELITAS,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,CALLE,JESÚS ELÍAS PIÑA,525,COLONIA,INFONAVIT ADELITAS,87049,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,1753,23.75017134,-99.1571968,2019-04
C. MATAMOROS SENDERO,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CALLE,CONSTITUYENTES,300,COLONIA,HACIENDA QUINTA REAL,87315,28,TAMAULIPAS,22,Matamoros,1,Heroica Matamoros,3044,25.85737386,-97.53781296,2010-07
C. MC PLAZA CITADINA REYNOSA,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,CARRETERA,REYNOSA SAN FERNANDO,500,COLONIA,ESTIVA ALCALA,88796,28,TAMAULIPAS,32,Reynosa,1,Reynosa,3695,26.00706579,-98.27274588,2014-12
C. PLAZA FIESTA (MATAMOROS),CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,PEDRO CÁRDENAS GUTIÉRREZ,100,COLONIA,VICTORIA,87390,28,TAMAULIPAS,22,Matamoros,1,Heroica Matamoros,1508,25.84875228,-97.50483662,2017-03
C. PLAZA PERIFÉRICO,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CARRETERA,REYNOSA MONTERREY,1000,COLONIA,LOMAS DEL REAL DE JARINCHI,88730,28,TAMAULIPAS,32,Reynosa,1,Reynosa,2362,26.05304939,-98.36626549,2012-06
C. PLAZA RÍO REYNOSA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CARRETERA,INGENIERO AMÉRICO VILLARREAL GUERRA,0,COLONIA,ANTONIO J BERMUDEZ,88727,28,TAMAULIPAS,32,Reynosa,1,Reynosa,1576,26.05591189,-98.29108374,2014-12
C. SHELBY NUEVO LAREDO,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,REFORMA,5601,COLONIA,LAS ALAMEDAS,88275,28,TAMAULIPAS,27,Nuevo Laredo,1,Nuevo Laredo,1580,27.44542177,-99.52094304,2017-03
C. TAMPICO,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,HIDALGO,5107,COLONIA,FLAMBOYANES,89330,28,TAMAULIPAS,38,Tampico,1,Tampico,1071,22.27249055,-97.87442142,2010-07
CINE BOX,CINEMAS DE TAMPICO SA DE CV,31 a 50 personas,CARRETERA,FEDERAL TAMPICO-MANTE,6905,COLONIA,FRANCISCO JAVIER MINA,,28,TAMAULIPAS,38,Tampico,1,Tampico,938,22.29957816,-97.87845394,2014-12
CINE OLIMPIA,,0 a 5 personas,CALLE,TAMAULIPAS,400,COLONIA,ZONA CENTRO,89000,28,TAMAULIPAS,38,Tampico,1,Tampico,393,22.21802758,-97.855044,2010-07
CINEMAS DE VALLE HERMOSO,CINEMAS DE VALLE HERMOSO SA DE CV,6 a 10 personas,CALLE,MIGUEL HIDALGO Y COSTILLA,,COLONIA,ZONA CENTRO,87500,28,TAMAULIPAS,40,Valle Hermoso,1,Valle Hermoso,476,25.67325424,-97.81206145,2010-07
CINEMEX CD MANTE,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,ROTARIA,900,COLONIA,VILLA JUAREZ,89800,28,TAMAULIPAS,21,El Mante,1,Ciudad Mante,324,22.74286377,-98.96259528,2010-07
CINEMEX CD VICTORIA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,BOULEVARD,FIDEL VELÁZQUEZ SÁNCHEZ,2035,FRACCIONAMIENTO,ARCOS,87040,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,076A,23.74958802,-99.13970859,2014-12
CINEMEX DOS LAREDOS,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALLE,15 DE SEPTIEMBRE,3553,COLONIA,CAMPESTRE,88278,28,TAMAULIPAS,27,Nuevo Laredo,1,Nuevo Laredo,1542,27.45832486,-99.5126027,2010-07
CINEMEX MATAMOROS,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALLE,ACCIÓN CÍVICA,1203,COLONIA,ARBOLEDAS,87447,28,TAMAULIPAS,22,Matamoros,1,Heroica Matamoros,1353,25.86583875,-97.47797143,2010-07
CINEMEX PLAZA BELLA RIO BRAVO,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,FRANCISCO I. MADERO,1160,FRACCIONAMIENTO,"DEL VALLE, RIO BRAVO",88740,28,TAMAULIPAS,33,Río Bravo,1,Ciudad Río Bravo,058A,25.98552418,-98.09125753,2014-12
CINEMEX PLAZA BELLA RIO BRAVO,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,FRANCISCO I. MADERO,2000,COLONIA,"LA PAZ, RIO BRAVO",88990,28,TAMAULIPAS,33,Río Bravo,1,Ciudad Río Bravo,274,25.98032858,-98.07304077,2016-10
CINEMEX PLAZA REAL NUEVO LAREDO,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,REFORMA,4400,COLONIA,MEXICO.HEB,88274,28,TAMAULIPAS,27,Nuevo Laredo,1,Nuevo Laredo,1519,27.46191065,-99.51212451,2019-11
CINEMEX PLAZA REAL REYNOSA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,BOULEVARD,FUENTE DE DIANA,0,COLONIA,LAS FUENTES PLAZA REAL REYNOSA,88740,28,TAMAULIPAS,32,Reynosa,1,Reynosa,128A,26.07460917,-98.31960714,2014-12
CINEMEX TAMPICO,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,DIAGONAL,NORTE SUR,1101,COLONIA,TAMPICO,89137,28,TAMAULIPAS,38,Tampico,1,Tampico,105,22.25401724,-97.86203382,2014-12
CINEMEX TAMPICO,OPERADORA DE CINEMAX SA DE CV,31 a 50 personas,DIAGONAL,SUR-NORTE,1101,COLONIA,PETROLERA,89137,28,TAMAULIPAS,38,Tampico,1,Tampico,105,22.25285233,-97.86244557,2016-01
CINEMEX ZONA DORADA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALLE,CRISTÓBAL COLÓN,1605,COLONIA,DEL PRADO ZONA DORADA,88580,28,TAMAULIPAS,32,Reynosa,1,Reynosa,1133,26.08571797,-98.27032843,2010-07
CINEPOLIS,CINEPOLIS ,31 a 50 personas,CALLE,NINGUNO,525,COLONIA,INFONAVIT ADELITAS,87049,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,1753,23.74992089,-99.15648359,2020-11
CINEPOLIS VIP ALTAMA TAMPICO,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,EJERCITO MEXICANO,706,COLONIA,PRIMAVERA,89130,28,TAMAULIPAS,38,Tampico,1,Tampico,177,22.25016534,-97.86482078,2019-11
CINEPOLIS VIP PLAZA PERIFERICO,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,CARRETERA,Los Encinos,1000,COLONIA,LOMAS DEL REAL DE JARINCHI,88730,28,TAMAULIPAS,32,Reynosa,1,Reynosa,2362,26.0530849,-98.36345635,2020-04
M. MÉXICO (NVO. LAREDO),CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,CALLE,FRANCISCO I. MADERO,2810,COLONIA,CENTRO,88000,28,TAMAULIPAS,27,Nuevo Laredo,1,Nuevo Laredo,309,27.48764145,-99.50718668,2010-07
MULTI CINEMAS AZTECA,MULTICINEMAS AZTECA 5 SA DE CV,11 a 30 personas,AVENIDA,FRANCISCO I. MADERO,,FRACCIONAMIENTO,RIO BRAVO,88900,28,TAMAULIPAS,33,Río Bravo,1,Ciudad Río Bravo,058A,25.9855452,-98.09133558,2010-07
C. MC PLAZA COMERCIAL APIZACO,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,CARRETERA,16 de Septiembre,2407,COLONIA,LA CIENEGA,90347,29,TLAXCALA,5,Apizaco,1,Ciudad de Apizaco,414,19.41306693,-98.13416805,2014-12
C. PATIO TLAXCALA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CARRETERA,Puebla-Apizaco,3,COLONIA,TLATEMPAN,90610,29,TLAXCALA,2,Apetatitlán de Antonio Carvajal,1,Apetatitlán,37,19.33937095,-98.19905793,2014-12
CINE CINETIX APIZACO,,11 a 30 personas,BOULEVARD,EMILIO SANCHEZ PIEDRAS,409,COLONIA,CENTRO,90300,29,TLAXCALA,5,Apizaco,1,Ciudad de Apizaco,382,19.41827043,-98.13763566,2019-11
CINEMEX,CINE ,31 a 50 personas,PERIFERICO,LIBRAMIENTO TLAXCALA,8238,LOCALIDAD,SAN SEBASTIAN ATLAHAPA,90111,29,TLAXCALA,33,Tlaxcala,15,San Sebastián Atlahapa,1008,19.29002531,-98.23206913,2020-11
CINETIX,,6 a 10 personas,CARRETERA,OCOTLÁN SANTA ANA CHIAUTEMPAN,20,COLONIA,VISTA HERMOSA,90014,29,TLAXCALA,33,Tlaxcala,8,Ocotlán,692,19.31708318,-98.22122064,2019-11
CINETIX,ESPECTACULOS CINEMATOGRAFICOS DE TLAXCALA SA DE CV,11 a 30 personas,BOULEVARD,GUILLERMO VALLE,66,COLONIA,UH XICOHTENCATL,90000,29,TLAXCALA,33,Tlaxcala,1,Tlaxcala de Xicohténcatl,476,19.32463754,-98.23079755,2010-07
CINETIX,,11 a 30 personas,CARRETERA,OCOTLAN-SANTA ANA (CALLE MORELOS),20,BARRIO,TLAXCALA CENTRO,90100,29,TLAXCALA,33,Tlaxcala,8,Ocotlán,692,19.31705702,-98.22053797,2014-12
SALA DE CINE MIGUEL N LIRA,COORDINACIÓN DE RADIO CINE Y TELEVISIÓN ,0 a 5 personas,CALLE,CAMINO REAL,,LOCALIDAD,SANTA MARIA IXTULCO,90610,29,TLAXCALA,33,Tlaxcala,17,Santa María Ixtulco,1116,19.32890086,-98.21757426,2010-07
C. EL DORADO COATZACOALCOS,CINEPOLIS DE MEXICO SA DE CV,11 a 30 personas,CALLE,UNIVERSIDAD VERACRUZANA KILÓMETRO 9.05,0,COLONIA,LAS GAVIOTAS,96536,30,VERACRUZ DE IGNACIO DE LA LLAVE,39,Coatzacoalcos,1,Coatzacoalcos,1574,18.1374766,-94.50273963,2010-07
C. EL DORADO VERACRUZ,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,CARRETERA,ANTON LIZARDO,0,COLONIA,SAN JOSÉ,94290,30,VERACRUZ DE IGNACIO DE LA LLAVE,28,Boca del Río,62,Residencial el Dorado,17,19.09307041,-96.10327736,2014-12
C. LA FLORIDA,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,CARRETERA,Transistmica,0,COLONIA,SAN JOSÉ,96160,30,VERACRUZ DE IGNACIO DE LA LLAVE,3,Acayucan,1,Acayucan,338,17.93840723,-94.90853939,2016-01
C. MC CHEDRAUI MARTÍNEZ DE LA TORRE,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,BOULEVARD,ALFINIO FLORES BELTRÁN,903,COLONIA,ADOLFO RUIZ CORTINES,93607,30,VERACRUZ DE IGNACIO DE LA LLAVE,102,Martínez de la Torre,1,Martínez de la Torre,266,20.07108498,-97.06336273,2014-12
C. MC RÍO BLANC,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,VERACRUZ,21,COLONIA,LOS PINOS,94732,30,VERACRUZ DE IGNACIO DE LA LLAVE,138,Río Blanco,1,Río Blanco,199,18.83636236,-97.14709384,2017-03
C. MUSEO,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,OBRERA CAMPESINA,45,COLONIA,OBRERO CAMPESINO,91020,30,VERACRUZ DE IGNACIO DE LA LLAVE,87,Xalapa,1,Xalapa-Enríquez,1105,19.54847922,-96.93300947,2017-03
C. ORIZABA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,CIRCUNVALACION,1430,COLONIA,ESPINAL,94330,30,VERACRUZ DE IGNACIO DE LA LLAVE,118,Orizaba,1,Orizaba,036A,18.8631503,-97.09920082,2012-06
C. PATIO COATZACOALCOS,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,PASEO DEL MALECÓN,1701,COLONIA,PARAÍSO,96520,30,VERACRUZ DE IGNACIO DE LA LLAVE,39,Coatzacoalcos,1,Coatzacoalcos,1894,18.14971685,-94.46771006,2010-07
C. PLAZA DEL PUERTO VERACRUZ,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,RAFAEL CUERVO X,1150,COLONIA,COL RESERVA TARIMOYA 1,91850,30,VERACRUZ DE IGNACIO DE LA LLAVE,193,Veracruz,1,Veracruz,1555,19.21348132,-96.18862958,2017-03
C. PLAZA SHANGRILA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,BOULEVARD,LOS PINOS,4023,COLONIA,SANTA LETICIA,94470,30,VERACRUZ DE IGNACIO DE LA LLAVE,68,Fortín,32,Córdoba (Santa Leticia),262,18.9009689,-96.96016607,2014-12
C. SENDERO COATZACOALCOS,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,Doctor José Lemarroy Carrion,45,HACIENDA,PUERTO MÉXICO,96510,30,VERACRUZ DE IGNACIO DE LA LLAVE,39,Coatzacoalcos,1,Coatzacoalcos,1979,18.14440553,-94.51240491,2016-01
C. TUXPAN VERACRUZ,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,TUXPAM TAMPICO,283,COLONIA,ZAPOTE GORDO,92860,30,VERACRUZ DE IGNACIO DE LA LLAVE,189,Tuxpan,1,Túxpam de Rodríguez Cano,319,20.94922877,-97.42017229,2010-07
C. VERACRUZ,CINEPOLIS DE MEXICO SA DE CV,101 a 250 personas,AVENIDA,Ejército Mexicano (De las Américas),0,COLONIA,YLANG YLANG,94290,30,VERACRUZ DE IGNACIO DE LA LLAVE,28,Boca del Río,37,Veracruz,657,19.14078575,-96.10652123,2010-07
C. VIP AMERICAS VERACRUZ,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,Ejército Mexicano (De las Américas),0,COLONIA,YLANG YLANG,94290,30,VERACRUZ DE IGNACIO DE LA LLAVE,28,Boca del Río,37,Veracruz,657,19.14087257,-96.10626213,2020-04
C. VIP EL DORADO,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,CARRETERA,ANTON LIZARDO,4405,COLONIA,SAN JOSÉ,94290,30,VERACRUZ DE IGNACIO DE LA LLAVE,28,Boca del Río,62,Residencial el Dorado,17,19.09405293,-96.10337134,2020-04
C. VIP PLAZA LAS AMERICAS XALAPA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CARRETERA,Xalapa Veracruz,680,COLONIA,PASTORESSA,91193,30,VERACRUZ DE IGNACIO DE LA LLAVE,87,Xalapa,1,Xalapa-Enríquez,1904,19.51337767,-96.87585434,2020-04
C. XALAPA CHEDRAUI,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CARRETERA,Xalapa Veracruz,0,COLONIA,PASTORESSA,91193,30,VERACRUZ DE IGNACIO DE LA LLAVE,87,Xalapa,1,Xalapa-Enríquez,1904,19.51363699,-96.87607391,2010-07
CINE BOX,CINEMAS HENRY SA DE CV,11 a 30 personas,CALLE,UNIÓN,0,COLONIA,MÉXICO,,30,VERACRUZ DE IGNACIO DE LA LLAVE,131,Poza Rica de Hidalgo,1,Poza Rica de Hidalgo,41,20.54836341,-97.45171457,2014-12
CINE CINETIX,,11 a 30 personas,CARRETERA,XALAPA VERACRUZ,271,FRACCIONAMIENTO,FRACC VISTA HERMOSA,91190,30,VERACRUZ DE IGNACIO DE LA LLAVE,87,Xalapa,1,Xalapa-Enríquez,2298,19.52029688,-96.88421895,2019-11
CINE CLUB TAURO,,0 a 5 personas,CALLE,JOSE MARIA MORELOS NORTE,0,COLONIA,CENTRO,94240,30,VERACRUZ DE IGNACIO DE LA LLAVE,148,Soledad de Doblado,1,Soledad de Doblado,104,19.04754114,-96.42276455,2010-07
CINE TEATRO PREMIER,,0 a 5 personas,CALLE,SUR 10,,COLONIA,ESCANDON,94370,30,VERACRUZ DE IGNACIO DE LA LLAVE,118,Orizaba,1,Orizaba,213,18.84033429,-97.10694676,2010-07
